DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB08083,"2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide",,SmallMoleculeDrug,,,44144383,99444554,,,LC1,,,,"",,,,,,23335847,50248167,
DB08084,IDD594,,SmallMoleculeDrug,,,4369325,99444555,,,LDT,,,,"",,,,,,3571927,16313,
DB08085,1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE,,SmallMoleculeDrug,,,14899645,99444556,,,LEG,,,,"",,,,,,10271031,18825,
DB08086,N-[12-(1H-imidazol-1-yl)dodecanoyl]-L-leucine,,SmallMoleculeDrug,,,46937122,99444557,,,LEH,,,,"",,,,,,25058832,,
DB08087,"4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-1-NAPHTHONITRILE",,SmallMoleculeDrug,,,9944398,99444558,,,LG7,,,,"",,,,,,8120010,,
DB08088,"2-chloro-4-{[(1R,3Z,7S,7aS)-7-hydroxy-1-(trifluoromethyl)tetrahydro-1H-pyrrolo[1,2-c][1,3]oxazol-3-ylidene]amino}-3-methylbenzonitrile",,SmallMoleculeDrug,,,11428356,99444559,,,LGB,,,,"",,,,,,9603232,29320,
DB08089,LGD-2226,328947-93-9,SmallMoleculeDrug,,,11560224,99444560,,,LGD,,,,"",,,LGD-2226,,,9734998,18524,
DB08090,"(3Z,5S,6R,7S,8R,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol",,SmallMoleculeDrug,,,46937123,99444561,,,LGS,,,,"",,,,,,25058771,,
DB08091,3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE,,SmallMoleculeDrug,,,5326868,99444562,,,LI2,,,,"",,,,,,4484161,13351,
DB08092,3-fluoro-N-1H-indol-5-yl-5-morpholin-4-ylbenzamide,"",SmallMoleculeDrug,,,5326870,99444563,,,LI3,,,,"",,,,,,4484163,13350,
DB08093,3-(1-NAPHTHYLMETHOXY)PYRIDIN-2-AMINE,,SmallMoleculeDrug,,,5326871,99444564,,,LI4,,,,"",,,,,,4484164,13340,
DB08094,"(4-AMINO-2-{[1-(METHYLSULFONYL)PIPERIDIN-4-YL]AMINO}PYRIMIDIN-5-YL)(2,3-DIFLUORO-6-METHOXYPHENYL)METHANONE",,SmallMoleculeDrug,,,6918852,99444565,,,LIA,,,,"",,,,,,5294043,12621,
DB08095,"3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA",,SmallMoleculeDrug,,,6540299,99444566,,,LIB,,,,"",,,,,,5022697,50411056,
DB08096,"8-(2-CHLOROPHENYLAMINO)-2-(2,6-DIFLUOROPHENYLAMINO)-9-ETHYL-9H-PURINE-1,7-DIIUM",,SmallMoleculeDrug,,,6852209,99444567,,,LID,,,,"",,,,,,5254661,,
DB08097,"2-(2,6-DIFLUOROPHENOXY)-N-(2-FLUOROPHENYL)-9-ISOPROPYL-9H-PURIN-8-AMINE",,SmallMoleculeDrug,,,9543517,99444568,,,LIE,,,,"",,,,,,7822468,,
DB08098,"{[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid",,SmallMoleculeDrug,,,2817424,99444569,43741,,LIT,,,,"",,,,,,2095728,16235,
DB08099,"6-ethyl-5-[(2S)-1-(3-methoxypropyl)-2-phenyl-1,2,3,4-tetrahydroquinolin-7-yl]pyrimidine-2,4-diamine","",SmallMoleculeDrug,,,11963546,99444570,,,LIY,,,,"",,,,,,10137715,,
DB08100,"2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol",,SmallMoleculeDrug,,,6365297,99444571,,,LJ1,,,,"",,,,,,4896100,50012798,
DB08101,"2,6-dibromo-4-[(E)-2-phenylethenyl]phenol",,SmallMoleculeDrug,,,25129137,99444572,,,LJ2,,,,"",,,,,,23342606,,
DB08102,"3,5-dibromobiphenyl-4-ol",,SmallMoleculeDrug,,,243556,99444573,,,LJ3,,,,"",,,,,,212944,91398,
DB08103,"2,6-dibromo-4-phenoxyphenol",,SmallMoleculeDrug,,,10831270,99444574,,,LJ4,,,,"",,,,,,9006570,,
DB08104,"N-(3,5-dibromo-4-hydroxyphenyl)benzamide",,SmallMoleculeDrug,,,1184681,99444575,,,LJ5,,,,"",,,,,,1001310,,
DB08105,N-[(6-butoxynaphthalen-2-yl)sulfonyl]-L-glutamic acid,,SmallMoleculeDrug,,,16122581,99444576,,,LK1,,,,"",,,,,,17279497,26460,
DB08106,N-[(6-butoxynaphthalen-2-yl)sulfonyl]-D-glutamic acid,,SmallMoleculeDrug,,,16122580,99444577,,,LK2,,,,"",,,,,,17279496,26444,
DB08107,N-{[6-(PENTYLOXY)NAPHTHALEN-2-YL]SULFONYL}-D-GLUTAMIC ACID,,SmallMoleculeDrug,,,24755470,99444578,,,LK3,,,,"",,,,,,24717166,26445,
DB08108,N-({6-[(4-CYANOBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID,,SmallMoleculeDrug,,,24755471,99444579,,,LK4,,,,"",,,,,,24690845,26453,
DB08109,"(1S,4R,7AR)-4-BUTOXY-1-[(1R)-1-FORMYLPROPYL]-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",,SmallMoleculeDrug,,,46937124,99444580,,,LK5,,,,"",,,,,,25058525,,
DB08110,"(1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",,SmallMoleculeDrug,,,46937125,99444581,,,LK7,,,,"",,,,,,26325636,,
DB08111,"4-[(6-phenyl[1,2,4]triazolo[4,3-b]pyridazin-3-yl)methyl]phenol",,SmallMoleculeDrug,,,24901696,99444582,,,LKG,,,,"",,,,,,22377538,24467,
DB08112,N-({6-[(4-CYANO-2-FLUOROBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID,,SmallMoleculeDrug,,,25058128,99444583,,,LKM,,,,"",,,,,,24689802,26455,
DB08113,3-pyridin-4-yl-1H-indazole,,SmallMoleculeDrug,,,12412578,99444584,,,LL1,,,,"",,,,,,25058226,50102624,
DB08114,"5-benzyl-1,3-thiazol-2-amine",,SmallMoleculeDrug,,,691952,99444585,,,LL2,,,,"",,,,,,602880,,
DB08115,2-aminoethyl naphthalen-1-ylacetate,,SmallMoleculeDrug,,,24883481,99444586,,,LLG,,,,"",,,,,,25058301,,
DB08116,"(3R)-4-{[(3,4-dihydroxyphenyl)acetyl]oxy}-N-(2-formylindolizin-3-yl)-3-sulfino-D-valine",,SmallMoleculeDrug,,,46937126,99444587,,,LN1,,,,"",,,,,,25058472,,
DB08118,"2-(methylamino)-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide",,SmallMoleculeDrug,,,25229552,99444589,,,LOI,,,,"",,,,,,23336229,50248535,
DB08119,"1,1,1-TRIFLUORO-3-((N-ACETYL)-L-LEUCYLAMIDO)-4-PHENYL-BUTAN-2-ONE(N-ACETYL-L-LEUCYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)",,SmallMoleculeDrug,,,3082654,99444590,,,LPF,,,,"",,,,,,2340041,,
DB08120,"6,8-DIMERCAPTO-OCTANOIC ACID AMIDE",,SmallMoleculeDrug,,,445160,99444591,43711,,LPM,,,,"",,,,,,392881,,
DB08121,(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,,SmallMoleculeDrug,,,11483970,99444592,,,LRG,,,,"",,,,,,9658790,28759,
DB08122,"N-METHYL-4-{[(2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE",,SmallMoleculeDrug,,,5288708,99444593,,,LS1,,,,"",,,,,,4450812,,
DB08123,"N-METHYL-{4-[2-(7-OXO-6,7-DIHYDRO-8H-[1,3]THIAZOLO[5,4-E]INDOL-8-YLIDENE)HYDRAZINO]PHENYL}METHANESULFONAMIDE",,SmallMoleculeDrug,,,5288709,99444594,,,LS2,,,,"",,,,,,4450813,7769,
DB08124,"3-{[(2,2-DIOXIDO-1,3-DIHYDRO-2-BENZOTHIEN-5-YL)AMINO]METHYLENE}-5-(1,3-OXAZOL-5-YL)-1,3-DIHYDRO-2H-INDOL-2-ONE",,SmallMoleculeDrug,,,5288710,99444595,,,LS3,,,,"",,,,,,4450814,,
DB08125,"4-{[(2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]AMINO}-N-(1,3-THIAZOL-2-YL)BENZENESULFONAMIDE",,SmallMoleculeDrug,,,5288711,99444596,,,LS4,,,,"",,,,,,4450815,,
DB08126,"3-{[4-([AMINO(IMINO)METHYL]AMINOSULFONYL)ANILINO]METHYLENE}-2-OXO-2,3-DIHYDRO-1H-INDOLE",,SmallMoleculeDrug,,,5288712,99444597,,,LS5,,,,"",,,,,,4450816,225316,
DB08127,"1,3,3-trimethyl-2-[(1E,3E)-3-methylpenta-1,3-dien-1-yl]cyclohexene",,SmallMoleculeDrug,,,15143646,99444598,,,LSR,,,,"",,,,,,25058473,,
DB08128,"(1S,4R,9S)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine",,SmallMoleculeDrug,,,46937127,99444599,,,LT3,,,,"",,,,,,25058962,,
DB08129,(1R)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol,,SmallMoleculeDrug,,,36688409,99444600,,,LT5,,,,"",,,,,,25058963,,
DB08130,"N-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine",,SmallMoleculeDrug,,,25023709,99444601,,,LUG,,,,"",,,,,,24702195,,
DB08131,"2-{4-[2-(2-AMINO-4-OXO-4,7-DIHYDRO-3H-PYRROLO[2,3-D]PYRIMIDIN-5-YL)-ETHYL]-BENZOYLAMINO}-3-METHYL-BUTYRIC ACID",,SmallMoleculeDrug,,,446560,99444602,,,LYD,,,,"",,,,,,393882,,
DB08132,5-hydroxynaphthalene-1-sulfonamide,,SmallMoleculeDrug,,,87031,99444603,,,LZ2,,,,"",,,,,,78505,24628,
DB08133,N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide,,SmallMoleculeDrug,,,9926933,99444604,,,LZ3,,,,"",,,,,,8102567,24635,
DB08134,4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide,,SmallMoleculeDrug,,,9994066,99444605,,,LZ4,,,,"",,,,,,8169648,24631,
DB08135,N-phenyl-1H-pyrazole-3-carboxamide,,SmallMoleculeDrug,,,680935,99444606,,,LZ5,,,,"",,,,,,593144,24636,
DB08136,4-(acetylamino)-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide,,SmallMoleculeDrug,,,24864077,99444607,,,LZ7,,,,"",,,,,,22377573,50113282,
DB08137,(4E)-N-(4-fluorophenyl)-4-[(phenylcarbonyl)imino]-4H-pyrazole-3-carboxamide,,SmallMoleculeDrug,,,24864078,99444608,,,LZ8,,,,"",,,,,,22377574,24643,
DB08138,"{[(2,6-difluorophenyl)carbonyl]amino}-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide",,SmallMoleculeDrug,,,24864079,99444609,,,LZ9,,,,"",,,,,,22377575,24644,
DB08139,"5-chloro-7-[(1-methylethyl)amino]pyrazolo[1,5-a]pyrimidine-3-carbonitrile",,SmallMoleculeDrug,,,24971312,99444610,,,LZB,,,,"",,,,,,22377576,24632,
DB08140,"5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE",,SmallMoleculeDrug,,,24971313,99444611,,,LZC,,,,"",,,,,,24713348,24633,
DB08141,"4-{[(2,6-difluorophenyl)carbonyl]amino}-N-[(3S)-piperidin-3-yl]-1H-pyrazole-3-carboxamide",,SmallMoleculeDrug,,,24864082,99444612,,,LZD,,,,"",,,,,,25045839,24650,
DB08142,"4-{[(2,6-dichlorophenyl)carbonyl]amino}-N-piperidin-4-yl-1H-pyrazole-3-carboxamide",,SmallMoleculeDrug,,,11338033,99444613,91326,,LZE,,,,"",,,,,,9512977,50113281,
DB08143,"5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE",,SmallMoleculeDrug,,,42628063,99444614,,,LZG,,,,"",,,,,,24617096,50295595,
DB08144,"6-(2,6-dibromophenyl)pyrido[2,3-d]pyrimidine-2,7-diamine",,SmallMoleculeDrug,,,5328120,99444615,,,LZJ,,,,"",,,,,,4485287,3436,
DB08145,"6-(2,6-DIMETHOXYPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE",,SmallMoleculeDrug,,,21850055,99444616,,,LZK,,,,"",,,,,,13821930,,
DB08146,"7-(2,5-dihydropyrrol-1-yl)-6-phenyl-pyrido[6,5-d]pyrimidin-2-amine",,SmallMoleculeDrug,,,46937128,99444617,,,LZL,,,,"",,,,,,25058902,,
DB08147,"4-[3-(dibenzylamino)phenyl]-2,4-dioxobutanoic acid",,SmallMoleculeDrug,,,510684,99444618,,,LZQ,,,,"",,,,,,445663,50341992,
DB08148,"1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",,SmallMoleculeDrug,,,24762195,99444619,,,M03,,,,"",,,,,,22377580,50376063,
DB08149,"1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",,SmallMoleculeDrug,,,11696113,99444620,,,M04,,,,"",,,,,,9870838,50376067,
DB08150,"4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium",,SmallMoleculeDrug,,,42627562,99444621,,,M05,,,,"",,,,,,22377581,,
DB08151,"(5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-phenyl-1,6-dioxa-2-azaspiro[4.5]dec-2-ene-8,9,10-triol",,SmallMoleculeDrug,,,44263483,99444622,,,M08,,,,"",,,,,,24648469,34108,
DB08152,{(2S)-1-[N-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate,,SmallMoleculeDrug,,,24754814,99444623,,,M18,,,,"",,,,,,25060152,,
DB08153,"(5E)-14-CHLORO-15,17-DIHYDROXY-4,7,8,9,10,11-HEXAHYDRO-2-BENZOXACYCLOPENTADECINE-1,12(3H,13H)-DIONE",,SmallMoleculeDrug,,,11987878,99444624,,,M1S,,,,"",,,,,,10160351,,
DB08154,3-chloro-5-[2-chloro-5-(1H-indazol-3-ylmethoxy)phenoxy]benzonitrile,,SmallMoleculeDrug,,,16045336,99444625,,,M22,,,,"",,,,,,13173749,,
DB08155,N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE,,SmallMoleculeDrug,,,745994,99444626,,,M25,,,,"",,,,,,652268,,
DB08156,3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID,,SmallMoleculeDrug,,,3161908,99444627,,,M28,,,,"",,,,,,2413463,29277,
DB08157,ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE,,SmallMoleculeDrug,,,16122582,99444628,,,M29,,,,"",,,,,,17279498,,
DB08158,"2,4-DINITROPHENYL 2-DEOXY-2-FLUORO-BETA-D-MANNOPYRANOSIDE",,SmallMoleculeDrug,,,25195339,99444629,,,M2F,,,,"",,,,,,25058312,,
DB08159,"4-(5,11-DIOXO-5H-INDENO[1,2-C]ISOQUINOLIN-6(11H)-YL)BUTANOATE",,SmallMoleculeDrug,,,5288720,99444630,,,M38,,,,"",,,,,,4450820,,
DB08160,"(2S)-2-AMINO-4-(METHYLSULFANYL)-1-(1,3-THIAZOL-2-YL)BUTANE-1,1-DIOL",,SmallMoleculeDrug,,,5288721,99444631,,,M3C,,,,"",,,,,,4450821,,
DB08161,(S)-2-(MERCAPTOMETHYL)-5-PHENYLPENTANOIC ACID,,SmallMoleculeDrug,,,24748045,99444632,,,M5P,,,,"",,,,,,25056998,,
DB08163,5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine,,SmallMoleculeDrug,,,25181315,99444634,,,M8E,,,,"",,,,,,25060153,,
DB08164,"(3R,4R)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-3-AMINE",,SmallMoleculeDrug,,,16058650,99444635,,,MA9,,,,"",,,,,,17218369,15518,
DB08165,indane-5-sulfonamide,,SmallMoleculeDrug,,,96876,99444636,,,MAJ,,,,"",,,Indane-5-sulfonamide,,,87470,50155556,
DB08166,"(4R)-7-chloro-9-methyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",,SmallMoleculeDrug,,,24851689,99444637,,,MB9,,,,"",,,,,,25058649,,
DB08167,Methylthioninium,7060-82-4,SmallMoleculeDrug,,,4139,99444638,43830,,MBT,,,,"",,,,,,3996,50434369,
DB08168,7-AMINO-4-METHYL-CHROMEN-2-ONE,,SmallMoleculeDrug,C01386,,92249,99444639,51771,,MCM,,,,"",,,,,,83285,71742,
DB08169,(2Z)-N-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide,,SmallMoleculeDrug,,,54723327,99444640,,,MD7,,,,"",,,,,,23217375,,
DB08170,"(1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE",,SmallMoleculeDrug,,,15942651,99444641,,,MDW,,,,"",,,,,,13085320,,
DB08171,11-MERCAPTOUNDECANOIC ACID,,SmallMoleculeDrug,,,543502,99444642,,,MDX,,,,"",,,,,,473151,,
DB08172,(2Z)-N-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide,,SmallMoleculeDrug,,,54727975,99444643,,,MDY,,,,"",,,,,,24700256,,
DB08173,5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE,,SmallMoleculeDrug,,,10250490,99444644,,,ME1,,,,"",,,,,,8425976,50216562,
DB08174,"5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE",,SmallMoleculeDrug,,,9954980,99444645,,,ME5,,,,"",,,,,,8130590,50216554,
DB08175,"(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID",,SmallMoleculeDrug,,,5288795,99444646,,,MEI,,,,"",,,,,,4450887,,
DB08176,(1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE,,SmallMoleculeDrug,,,46937129,99444647,,,MFG,,,,"",,,,,,25057653,,
DB08177,(E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID,,SmallMoleculeDrug,,,1286536,99444648,,,MFM,,,,"",,,,,,1079111,50304611,
DB08178,"4-(4-methoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine",,SmallMoleculeDrug,,,23727981,99444649,,,MFR,,,,"",,,,,,22377638,50371402,
DB08179,"methyl 4-(2,3-dihydroxy-5-methylphenoxy)-2-hydroxy-6-methylbenzoate",,SmallMoleculeDrug,,,11779786,99444650,,,MGI,,,,"",,,,,,9954468,,
DB08180,2-[METHYL-(5-GERANYL-4-METHYL-PENT-3-ENYL)-AMINO]-ETHYL-DIPHOSPHATE,,SmallMoleculeDrug,,,447278,99444651,,,MGM,,,,"",,,,,,394419,50113289,
DB08181,2-((3'-METHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID,,SmallMoleculeDrug,,,5326798,99444652,,,MHB,,,,"",,,,,,21395403,,
DB08182,"4-(4-propoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine",,SmallMoleculeDrug,,,23727982,99444653,,,MHR,,,,"",,,,,,22377653,50371400,
DB08184,2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,,SmallMoleculeDrug,,,9547945,99444655,,,MI2,,,,"",,,,,,7826880,,
DB08185,2-METHYLTHIO-N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE,,SmallMoleculeDrug,,,46937130,99444656,,,MIA,,,,"",,,,,,25060716,,
DB08186,(3E)-4-(1-METHYL-1H-INDOL-3-YL)BUT-3-EN-2-ONE,,SmallMoleculeDrug,,,736407,99444657,,,MIB,,,,"",,,,,,643531,,
DB08187,METHYL-PHE-PRO-AMINO-CYCLOHEXYLGLYCINE,,SmallMoleculeDrug,,,448763,99444658,,,MIN,,,,"",,,,,,18811687,50366827,
DB08190,N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide,,SmallMoleculeDrug,,,115348,99444661,109558,,ML2,,,,"",,,,,,103191,29611,
DB08191,"4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid",,SmallMoleculeDrug,,,11544170,99444662,,,MMG,,,,"",,,,,,9718949,50296003,
DB08192,2-(4-CARCOXY-5-ISOPROPYLTHIAZOLYL)BENZOPIPERIDINE,,SmallMoleculeDrug,,,46937131,99444663,,,MN8,,,,"",,,,,,25057600,,
DB08193,2-(3-NITROPHENYL)ACETIC ACID,,SmallMoleculeDrug,,,15876,99444664,,,MNP,,,,"",,,,,,15089,,
DB08194,"4-methyl-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-2-amine",,SmallMoleculeDrug,,,2726820,99444665,,,MO8,,,,"",,,,,,2008878,,
DB08195,(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE,,SmallMoleculeDrug,,,9547943,99444666,,,MO9,,,,"",,,,,,7826878,,
DB08196,"2-((3',5'-DIMETHOXY-4'-HYDROXYPHENYL)AZO)BENZOIC ACID",,SmallMoleculeDrug,,,6288148,99444667,,,MOB,,,,"",,,,,,25058737,,
DB08197,"(5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime",,SmallMoleculeDrug,,,46937132,99444668,,,MOJ,,,,"",,,,,,25058738,,
DB08198,"[(4R)-4-(3-HYDROXYPHENYL)-1,6-DIMETHYL-2-THIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL](PHENYL)METHANONE",,SmallMoleculeDrug,,,15942673,99444669,,,MOY,,,,"",,,,,,13085342,50260279,
DB08199,N-[(BENZYLOXY)CARBONYL]-L-CYSTEINYLGLYCINE,,SmallMoleculeDrug,,,15942661,99444670,,,MP2,,,,"",,,,,,13085330,,
DB08200,(1R)-menthyl hexyl phosphonate group,,SmallMoleculeDrug,,,446980,99444671,,,MPA,,,,"",,,,,,394197,,
DB08201,(1S)-menthyl hexyl phosphonate group,,SmallMoleculeDrug,,,446981,99444672,,,MPC,,,,"",,,,,,394198,,
DB08202,4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE,,SmallMoleculeDrug,,,891831,99444673,,,MPX,,,,"",,,,,,779660,,
DB08203,"7-[2-METHOXY-1-(METHOXYMETHYL)ETHYL]-7H-PYRROLO[3,2-F] QUINAZOLINE-1,3-DIAMINE",,SmallMoleculeDrug,,,447099,99444674,,,MQU,,,,"",,,,,,394285,,
DB08204,3-DIPHENOL-6-NITRO-3H-BENZO[DE]ISOCHROMEN-1-ONE,,SmallMoleculeDrug,,,448781,99444675,,,MR2,,,,"",,,,,,395476,50077849,
DB08205,"4-(1,3-BENZOXAZOL-2-YL)-2,6-DIMETHYLPHENOL",,SmallMoleculeDrug,,,20284644,99444676,,,MR4,,,,"",,,,,,15225371,,
DB08206,"4-(1,3-BENZOXAZOL-2-YL)-2,6-DIBROMOPHENOL",,SmallMoleculeDrug,,,23722943,99444677,,,MR5,,,,"",,,,,,22377696,,
DB08207,"2-(3,5-DIMETHYLPHENYL)-1,3-BENZOXAZOLE",,SmallMoleculeDrug,,,23722944,99444678,,,MR6,,,,"",,,,,,22377697,,
DB08208,"2-[(4-ETHYNYL-2-FLUOROPHENYL)AMINO]-3,4-DIFLUORO-N-(2-HYDROXYETHOXY)BENZAMIDE",,SmallMoleculeDrug,,,10150081,99444679,,,MRA,,,,"",,,,,,8325589,,
DB08209,2-(4-DIMETHYLAMINOPHENYL)DIAZENYLBENZOIC ACID,,SmallMoleculeDrug,C19459,,10303,99444680,49770,,MRE,,,,"",,,,,,9881,50206443,
DB08210,"2-AMINO-4-FLUORO-5-[(1-METHYL-1H-IMIDAZOL-2-YL)SULFANYL]-N-(1,3-THIAZOL-2-YL)BENZAMIDE",,SmallMoleculeDrug,,,449003,99444681,,,MRK,,,,"",,,,,,395641,34071,
DB08211,5-bromo-3-(pyrrolidin-1-ylsulfonyl)-1H-indole-2-carboxamide,,SmallMoleculeDrug,,,11984575,99444682,,,MRX,,,,"",,,,,,10157075,,
DB08212,1-[2-(3-ACETYL-2-HYDROXY-6-METHOXY-PHENYL)-CYCLOPROPYL]-3-(5-CYANO-PYRIDIN-2-YL)-THIOUREA,,SmallMoleculeDrug,,,3000663,99444683,,,MSD,,,,"",,,,,,2272212,,
DB08213,"1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE",,SmallMoleculeDrug,,,5288850,99444684,,,MSI,,,,"",,,,,,4450922,10320,
DB08214,4-(1H-IMIDAZOL-1-YL)PHENOL,,SmallMoleculeDrug,,,82315,99444685,,,MSR,,,,"",,,,,,74286,105193,
DB08215,2-T-BUTYLAMINO-4-ETHYLAMINO-6-METHYLTHIO-S-TRIAZINE,,SmallMoleculeDrug,C18811,,13450,99444686,44156,,MST,,,,"",,,,,,12874,,
DB08216,2-((3'-TERTBUTYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID,,SmallMoleculeDrug,,,6323420,99444687,,,MTB,,,,"",,,,,,22377715,,
DB08217,"S-[(1-Hydroxy-2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate",,SmallMoleculeDrug,,,40428878,99444688,,,MTN,,,,"",,,,,,24726312,,
DB08218,"HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM",,SmallMoleculeDrug,,,11987556,99444689,,,MTW,,,,"",,,,,,22377720,,
